title,runtime,imdb_score,imdb_votes,user_review_count,critic_review_count,critic_overall_score,critic_positive_score,critic_mixed_score,critic_negative_score,user_overall_score,user_positive_score,user_mixed_score,user_negative_score
Unchained,75 min,6.3,189,14,2,,,,,,,,
Battle Cry,149 min,6.4,2307,49,13,,,,,,,,
East of Eden,118 min,7.8,44813,223,96,72,7,3,0,7.5,9,1,1
Blackboard Jungle,101 min,7.4,9011,109,39,67,7,3,0,7.5,3,1,0
Strategic Air Command,112 min,6.3,3514,78,22,,,,,,,,
A Man Called Peter,119 min,7.1,1037,41,4,,,,,,,,
The Legend of Rockabye Point,6 min,7.3,365,7,,,,,,,,,
Marty,90 min,7.7,23935,182,82,,,,,,,,
High Society,61 min,6.1,355,9,2,,,,,,,,
Interrupted Melody,106 min,6.7,1049,28,9,,,,,,,,
Daddy Long Legs,126 min,6.7,3840,52,25,,,,,,,,
Crèvecoeur,90 min,6.8,21,,,,,,,,,,
The Dam Busters,105 min,7.4,10341,106,47,,,,,,,,
Love Me or Leave Me,122 min,7.1,4200,79,35,,,,,,,,
Summertime,100 min,7.1,8451,91,39,,,,,,,,
The Seven Little Foys,93 min,6.7,1492,16,11,,,,,,,,
Devil Take Us,21 min,6.7,1492,,,,,,,,,,
Not as a Stranger,135 min,6.7,1980,,,,,,,,,,
Where Mountains Float,49 min,7.6,18,,,,,,,,,,
Mister Roberts,123 min,7.7,16631,105,34,72,10,2,0,tbd,1,0,0
The Virgin Queen,92 min,6.7,2808,33,13,,,,,,,,
The Private War of Major Benson,105 min,6.5,836,26,4,,,,,,,,
Gadgets Galore,10 min,6.3,119,5,,,,,,,,,
Pete Kelly's Blues,95 min,6.3,1294,36,18,,,,,,,,
To Catch a Thief,106 min,7.4,71563,281,150,82,18,1,0,6.8,5,3,0
Love Is a Many-Splendored Thing,102 min,6.4,4908,81,31,,,,,,,,
It's Always Fair Weather,101 min,7.0,3460,79,39,,,,,,,,
The Bespoke Overcoat,36 min,7.2,397,9,3,,,,,,,,
Speedy Gonzales,7 min,7.2,2179,17,3,,,,,,,,
Survival City,20 min,5.4,16,,,,,,,,,,
Trial,105 min,6.8,1026,29,7,,,,,,,,
Oklahoma!,145 min,7.0,12633,117,47,74,13,2,0,tbd,0,0,0
Rebel Without a Cause,111 min,7.7,89132,360,168,89,19,0,0,7.6,33,4,2
The Tender Trap,111 min,6.4,2595,41,16,,,,,,,,
Guys and Dolls,150 min,7.1,17452,156,62,77,10,3,0,tbd,0,1,0
Queen Bee,95 min,6.7,2100,62,12,,,,,,,,
I'll Cry Tomorrow,117 min,7.2,2179,36,19,,,,,,,,
The Ladykillers,91 min,7.6,28964,163,80,91,7,0,0,7.7,10,0,0
The Rose Tattoo,117 min,6.9,3976,41,21,,,,,,,,
Richard III,161 min,7.4,4570,53,32,88,10,1,0,tbd,0,1,0
The Rains of Ranchipur,104 min,5.8,1043,25,12,,,,,,,,
The Man with the Golden Arm,119 min,7.3,11059,91,66,63,5,5,0,7.0,2,2,0
Men Against the Arctic,30 min,6.0,68,,,,,,,,,,
24 Hour Alert,31 min,6.5,93,6,,,,,,,,,
The Court-Martial of Billy Mitchell,100 min,6.8,2032,35,14,,,,,,,,
Good Will to Men,8 min,7.0,419,14,2,,,,,,,,
3rd Ave. El,10 min,7.0,81,,,,,,,,,,
The Battle of Gettysburg,30 min,6.7,280,8,,,,,,,,,
On the Twelfth Day...,23 min,7.3,112,5,,,,,,,,,
Picnic,115 min,7.1,8755,139,60,,,,,,,,
Three Kisses,10 min,5.7,12,,,,,,,,,,
Cow Dog,22 min,6.6,17,,,,,,,,,,
The Burmese Harp,116 min,8.0,5855,52,42,,,,,,,,
Gerald McBoing! Boing! on Planet Moo,7 min,6.0,289,3,,,,,,,,,
Meet Me in Las Vegas,112 min,6.0,845,21,7,,,,,,,,
The Face of Lincoln,20 min,6.3,61,,,,,,,,,,
Forbidden Planet,98 min,7.5,48311,389,108,80,13,2,0,tbd,2,0,0
The Harder They Fall,109 min,7.6,7980,87,41,,,,,,,,
Crashing the Water Barrier,9 min,6.0,149,6,,,,,,,,,
Time Stood Still,9 min,6.0,149,,,,,,,,,,
I Never Forget a Face,11 min,6.5,90,5,,,,,,,,,
The Bold and the Brave,87 min,6.0,192,10,5,,,,,,,,
The Man Who Knew Too Much,120 min,7.4,63555,286,90,76,9,1,0,8.4,28,1,0
The Red Balloon,34 min,8.2,18099,115,45,,,,,,,,
The Eddy Duchin Story,123 min,6.8,1878,43,12,,,,,,,,
The Silent World,86 min,7.0,1601,13,14,,,,,,,,
The Jaywalker,7 min,6.4,116,,,,,,,,,,
The Proud and Profane,111 min,6.1,488,16,7,,,,,,,,
The King and I,133 min,7.4,25810,112,39,72,4,2,0,8.1,6,0,1
The Dark Wave,23 min,7.4,25810,,,,,,,,,,
Somebody Up There Likes Me,113 min,7.5,8020,73,31,,,,,,,,
High Society,111 min,6.9,15616,168,48,65,7,4,0,6.8,3,3,0
Magoo's Puddle Jumper,6 min,5.4,324,3,4,,,,,,,,
Gervaise,116 min,7.4,1459,20,14,,,,,,,,
The Captain from Köpenick,93 min,7.2,1692,8,2,,,,,,,,
Lust for Life,122 min,7.3,11605,90,62,,,,,,,,
War and Peace,208 min,6.7,9924,72,32,,,,,,,,
The Solid Gold Cadillac,99 min,7.5,1893,29,16,,,,,,,,
Bus Stop,96 min,6.4,11545,122,48,,,,,,,,
The Bad Seed,129 min,7.4,14182,236,86,51,4,6,0,tbd,0,0,0
The Power and the Prize,98 min,6.1,385,13,7,,,,,,,,
The Best Things in Life Are Free,104 min,5.9,332,14,7,,,,,,,,
On the Bowery,65 min,7.4,1002,8,26,,,,,,,,
Torero,75 min,7.2,102,2,2,,,,,,,,
Written on the Wind,99 min,7.4,11478,101,69,86,14,1,0,tbd,1,1,0
The Ten Commandments,220 min,7.9,69013,324,88,,,,,,,,
Giant,201 min,7.6,38075,195,117,84,13,2,0,6.9,5,2,1
Julie,99 min,6.1,1752,53,13,,,,,,,,
Between Heaven and Hell,94 min,6.5,1271,20,14,,,,,,,,
Around the World in 80 Days,175 min,6.7,27102,162,44,69,7,3,0,tbd,0,0,0
Friendly Persuasion,137 min,7.3,7026,78,28,,,,,,,,
The Brave One,100 min,6.6,888,9,8,,,,,,,,
Teenage Rebel,94 min,6.1,355,10,3,,,,,,,,
Qivitoq,119 min,6.7,255,4,3,,,,,,,,
Anastasia,105 min,7.0,8467,64,39,,,,,,,,
The Rainmaker,121 min,6.9,3934,57,18,,,,,,,,
Stagecoach to Fury,76 min,6.0,114,5,,,,,,,,,
Baby Doll,114 min,7.3,7592,79,43,83,10,1,0,tbd,1,0,0
Samoa,32 min,6.3,33,,,,,,,,,,
A City Decides,27 min,6.4,26,,,,,,,,,,
The House Without a Name,27 min,6.4,26,,,,,,,,,,
The Naked Eye,71 min,6.6,17,,3,,,,,,,,
"Heaven Knows, Mr. Allison",107 min,7.3,8520,82,48,,,,,,,,
Funny Face,103 min,7.0,29739,169,75,,,,,,,,
The Bachelor Party,92 min,6.7,739,29,11,,,,,,,,
12 Angry Men,96 min,9.0,759612,1.9K,150,96,10,0,0,9.0,484,9,22
Boy on a Dolphin,111 min,6.2,1609,43,12,,,,,,,,
Designing Woman,118 min,6.7,4804,52,24,,,,,,,,
The Spirit of St. Louis,135 min,7.1,7915,63,34,,,,,,,,
Nights of Cabiria,110 min,8.1,48115,122,102,,,,,,,,
Gunfight at the O.K. Corral,122 min,7.2,15529,109,49,56,5,3,0,tbd,0,0,0
Tammy and the Bachelor,89 min,6.9,2393,26,14,,,,,,,,
The Wetback Hound,18 min,6.7,58,,,,,,,,,,
An Affair to Remember,115 min,7.4,30073,210,83,,,,,,,,
A Hatful of Rain,109 min,7.2,1343,37,19,,,,,,,,
Tabasco Road,6 min,6.5,537,9,,,,,,,,,
Birds Anonymous,7 min,7.6,1432,13,2,,,,,,,,
Man of a Thousand Faces,122 min,7.1,2665,52,37,58,4,2,0,tbd,0,1,0
The Joker Is Wild,126 min,7.0,1340,31,10,,,,,,,,
Perri,75 min,6.8,536,15,7,,,,,,,,
The Truth About Mother Goose,15 min,7.2,391,10,,,,,,,,,
A Chairy Tale,12 min,7.3,1078,7,,,,,,,,,
The Three Faces of Eve,91 min,7.2,7887,67,45,,,,,,,,
The Devil Strikes at Night,97 min,7.2,1320,13,20,,,,,,,,
The Gates of Paris,106 min,7.2,669,9,3,,,,,,,,
The Bridge on the River Kwai,161 min,8.2,216335,368,105,87,13,2,0,8.4,67,5,1
Les Girls,114 min,6.6,2835,45,24,,,,,,,,
Nine Lives,96 min,7.2,1752,12,6,,,,,,,,
Raintree County,182 min,6.3,3864,67,16,,,,,,,,
The Bolshoi Ballet,100 min,7.1,44,,,,,,,,,,
The Tin Star,93 min,7.3,5752,55,25,,,,,,,,
Mother India,172 min,7.8,9182,26,27,53,1,2,1,6.7,5,0,2
Pal Joey,111 min,6.7,5339,89,36,,,,,,,,
Albert Schweitzer,85 min,6.4,106,,2,,,,,,,,
April Love,97 min,6.2,707,22,6,,,,,,,,
Sayonara,147 min,7.1,6811,51,23,,,,,,,,
One Droopy Knight,7 min,6.7,413,9,3,,,,,,,,
Peyton Place,157 min,7.2,5939,98,35,,,,,,,,
Wild Is the Wind,114 min,6.7,999,24,8,,,,,,,,
A Farewell to Arms,152 min,5.8,2626,42,14,,,,,,,,
Witness for the Prosecution,116 min,8.4,121424,316,87,,,,,,,,
The True Story of the Civil War,29 min,6.6,31,,,,,,,,,,
The Enemy Below,98 min,7.5,10963,113,26,,,,,,,,
Portugal,30 min,7.1,24,,,,,,,,,,
Wild Strawberries,91 min,8.2,105215,211,103,88,16,1,0,7.9,12,0,2
Trees and Jamaica Daddy,7 min,5.3,102,3,,,,,,,,,
City of Gold,22 min,7.2,295,4,,,,,,,,,
Foothold on Antarctica,20 min,6.4,22,,,,,,,,,,
Cowboy,92 min,6.7,3102,51,20,,,,,,,,
The Brothers Karamazov,145 min,6.7,2786,32,18,,,,,,,,
Desire Under the Elms,111 min,6.5,1302,26,9,,,,,,,,
South Pacific,157 min,6.8,8807,136,34,,,,,,,,
Teacher's Pet,120 min,7.1,4438,52,19,,,,,,,,
The Young Lions,167 min,7.2,8048,81,27,,,,,,,,
The Goddess,104 min,6.6,838,26,10,,,,,,,,
Marjorie Morningstar,128 min,6.2,1119,28,13,,,,,,,,
The Sheepman,85 min,6.8,2671,35,8,,,,,,,,
Mon Oncle,116 min,7.7,21935,79,90,,,,,,,,
Gigi,115 min,6.7,22571,149,77,82,11,2,0,6.8,5,2,1
Vertigo,128 min,8.3,393027,993,199,100,31,1,0,8.7,284,22,5
La venganza,122 min,6.9,300,2,,,,,,,,,
A Time to Love and a Time to Die,132 min,7.6,3192,20,27,,,,,,,,
The Defiant Ones,96 min,7.6,15446,94,59,69,6,2,0,7.5,3,1,0
Ama Girls,29 min,6.6,49,2,,,,,,,,,
The Year Long Road,162 min,6.8,158,,,,,,,,,,
Big Deal on Madonna Street,106 min,8.0,10324,32,35,,,,,,,,
A Certain Smile,104 min,5.8,298,8,,,,,,,,,
Paul Bunyan,17 min,7.0,1074,9,4,,,,,,,,
White Wilderness,72 min,5.4,444,6,8,,,,,,,,
The Big Country,166 min,7.9,17753,201,58,,,,,,,,
Village by the River,92 min,6.8,350,2,,,,,,,,,
Cat on a Hot Tin Roof,108 min,8.0,48710,185,85,84,12,4,0,7.6,10,1,0
Knighty Knight Bugs,6 min,7.6,1701,16,3,,,,,,,,
The Horse's Mouth,97 min,7.0,3447,39,22,,,,,,,,
The Kiss,29 min,6.2,30,,,,,,,,,,
Damn Yankees,111 min,7.1,2977,60,23,,,,,,,,
The Old Man and the Sea,86 min,6.9,7744,59,14,49,2,5,1,tbd,0,0,0
Houseboat,110 min,6.6,8624,47,21,,,,,,,,
Torpedo Run,98 min,6.4,2165,37,12,,,,,,,,
Bell Book and Candle,106 min,6.8,11097,123,48,,,,,,,,
I Want to Live!,120 min,7.5,6563,88,35,,,,,,,,
T Is for Tumbleweed,18 min,6.5,10,3,,,,,,,,,
Mardi Gras,107 min,5.4,207,8,2,,,,,,,,
Arms and the Man,96 min,6.2,174,,,,,,,,,,
The Inn of the Sixth Happiness,158 min,7.2,4988,63,26,,,,,,,,
The Buccaneer,119 min,6.4,2498,35,16,,,,,,,,
Auntie Mame,143 min,7.9,11337,134,20,,,,,,,,
Tom Thumb,98 min,6.4,2575,46,14,,,,,,,,
Grand Canyon,29 min,7.1,409,6,,,,,,,,,
Separate Tables,100 min,7.4,7610,90,28,68,6,1,0,tbd,0,0,0
Some Came Running,137 min,7.3,6484,88,45,68,7,2,0,tbd,0,0,0
Lonelyhearts,100 min,6.7,1177,30,8,,,,,,,,
Room at the Top,115 min,7.6,6139,61,42,84,6,0,0,tbd,3,0,0
Employees Only,14 min,7.6,6139,,,,,,,,,,
The Hidden World,50 min,7.6,6139,,,,,,,,,,
Journey Into Spring,28 min,7.8,27,,,,,,,,,,
Psychiatric Nursing,34 min,7.8,27,,,,,,,,,,
Sidney's Family Tree,6 min,5.9,97,,,,,,,,,,
Snows of Aorangi,19 min,6.6,17,,,,,,,,,,
Glass,11 min,7.8,1031,5,3,,,,,,,,
Moonbird,10 min,5.2,639,10,,,,,,,,,
Sleeping Beauty,75 min,7.3,145634,215,98,85,11,1,0,8.0,37,7,0
The Hanging Tree,107 min,7.1,4177,53,24,,,,,,,,
Imitation of Life,125 min,7.8,16125,176,64,87,15,1,0,tbd,1,0,0
The Diary of Anne Frank,180 min,7.4,12680,67,33,59,5,5,0,5.8,2,1,1
Some Like It Hot,121 min,8.2,261234,482,225,98,19,0,0,8.4,147,12,4
The Young Land,89 min,5.3,282,10,2,,,,,,,,
The 400 Blows,99 min,8.1,115024,233,177,,,,,,,,
Hiroshima Mon Amour,90 min,7.9,31321,125,133,,,,,,,,
Antarctic Crossing,47 min,6.6,20,,,,,,,,,,
Black Orpheus,100 min,7.4,11069,86,76,81,7,1,0,7.8,15,2,2
The Young Philadelphians,136 min,7.4,3774,42,10,,,,,,,,
Oeuverture,10 min,6.1,11,,,,,,,,,,
The Five Pennies,117 min,7.1,1943,30,18,,,,,,,,
The Nun's Story,149 min,7.5,10470,104,32,78,5,1,0,tbd,0,2,0
Say One for Me,120 min,5.4,288,14,3,,,,,,,,
Porgy and Bess,138 min,7.1,1724,67,10,77,3,1,0,tbd,0,0,0
Serengeti,85 min,7.9,393,3,2,,,,,,,,
Donald in Mathmagic Land,27 min,7.8,2276,20,4,,,,,,,,
Anatomy of a Murder,161 min,8.0,65217,260,115,95,15,0,0,8.3,25,2,0
North by Northwest,136 min,8.3,320442,692,183,98,16,0,0,8.2,157,14,4
Mexicali Shmoes,7 min,6.7,538,8,,,,,,,,,
A Hole in the Head,120 min,6.3,2530,36,24,,,,,,,,
The Big Fisherman,180 min,5.5,409,21,4,,,,,,,,
Il Generale Della Rovere,129 min,7.8,3206,16,30,,,,,,,,
The Great War,137 min,8.2,4172,15,13,,,,,,,,
Pillow Talk,102 min,7.4,17151,108,51,73,8,2,0,tbd,0,0,0
Career,105 min,6.9,641,19,4,,,,,,,,
The Best of Everything,121 min,6.6,2062,62,21,,,,,,,,
The Golden Fish,19 min,7.4,112,7,,,,,,,,,
The Bridge,103 min,8.0,7720,61,32,,,,,,,,
The Last Angry Man,100 min,6.9,897,24,5,,,,,,,,
Libel,100 min,7.1,1337,29,11,,,,,,,,
Noah's Ark,19 min,6.3,309,7,2,,,,,,,,
Khovanschina,130 min,6.8,47,2,,,,,,,,,
Ben-Hur,212 min,8.1,234328,490,133,90,9,0,0,8.8,101,4,4
The Running Jumping & Standing Still Film,11 min,6.0,718,16,2,,,,,,,,
Ballad of a Soldier,88 min,8.2,10273,67,41,,,,,,,,
Operation Petticoat,124 min,7.2,14211,65,64,,,,,,,,
Li'l Abner,114 min,6.7,1365,55,16,,,,,,,,
Journey to the Center of the Earth,129 min,7.0,17292,152,72,,,,,,,,
Mysteries of the Deep,24 min,8.2,82,2,3,,,,,,,,
On the Beach,134 min,7.1,12895,187,49,55,5,5,0,tbd,1,0,0
The Gazebo,100 min,6.8,1934,36,7,,,,,,,,
Boy of Two Worlds,93 min,6.3,148,,,,,,,,,,
"Suddenly, Last Summer",114 min,7.5,15369,147,52,54,3,6,0,8.0,4,0,0
The Living Stone,34 min,7.0,42,,,,,,,,,,
Between the Tides,20 min,7.3,32,,,,,,,,,,
From Generation to Generation,12 min,6.3,14,,,,,,,,,,
The Race for Space,55 min,6.5,43,,,,,,,,,,
The Violinist,8 min,5.9,95,4,,,,,,,,,
O místo na slunci,6 min,6.6,94,,,,,,,,,,
Goliath II,15 min,6.8,490,10,4,,,,,,,,
La Dolce Vita,174 min,8.0,71759,212,164,95,13,0,0,8.3,64,8,3
The Rise and Fall of Legs Diamond,101 min,6.8,1173,20,16,,,,,,,,
Visit to a Small Planet,85 min,5.9,1297,22,14,,,,,,,,
The Virgin Spring,89 min,8.1,28807,112,110,,,,,,,,
The Last Voyage,91 min,6.7,2122,65,13,,,,,,,,
Can-Can,131 min,6.3,2285,35,17,,,,,,,,
The Angry Silence,95 min,7.3,1448,26,15,,,,,,,,
Seven Thieves,102 min,6.5,1384,23,12,,,,,,,,
Islands of the Sea,28 min,8.0,45,2,3,,,,,,,,
The Ninth Circle,107 min,7.7,494,,2,,,,,,,,
Skyscraper,20 min,7.2,196,3,,,,,,,,,
Sons and Lovers,103 min,7.1,1569,22,16,,,,,,,,
Never on Sunday,97 min,7.3,5694,31,16,,,,,,,,
The Time Machine,103 min,7.5,40565,256,82,67,5,4,0,6.9,9,0,1
En by ved navn København,22 min,6.4,35,,,,,,,,,,
Macario,91 min,8.3,3349,17,20,,,,,,,,
Universe,29 min,7.6,311,7,,,,,,,,,
The Apartment,125 min,8.3,177425,394,235,94,20,1,0,8.7,43,1,1
Psycho,109 min,8.5,650479,1.4K,252,97,16,1,0,8.9,458,5,13
Bells Are Ringing,126 min,6.9,3339,43,23,61,4,3,1,tbd,0,0,0
Inherit the Wind,128 min,8.1,29770,214,74,75,5,3,0,6.6,9,0,3
"Murder, Inc.",103 min,6.6,1464,29,13,,,,,,,,
Elmer Gantry,146 min,7.7,11504,99,49,,,,,,,,
Ballon vole,12 min,7.7,11504,,,,,,,,,,
Mouse and Garden,6 min,7.0,510,9,2,,,,,,,,
The Entertainer,96 min,7.1,3349,44,18,70,6,3,1,tbd,0,0,0
It Started in Naples,100 min,6.3,2725,40,24,,,,,,,,
Song Without End,141 min,6.1,749,17,4,,,,,,,,
Tunes of Glory,106 min,7.5,4085,78,39,,,,,,,,
Kapo,116 min,7.6,2315,29,19,,,,,,,,
Let's Make Love,119 min,6.4,7274,76,30,,,,,,,,
High Time,103 min,6.1,686,23,8,,,,,,,,
The Dark at the Top of the Stairs,124 min,7.3,756,17,4,,,,,,,,
Sunrise at Campobello,144 min,6.9,1296,21,19,82,4,0,0,tbd,0,1,0
Day of the Painter,15 min,7.6,36,5,,,,,,,,,
Spartacus,197 min,7.9,132770,351,129,87,16,1,0,8.4,71,10,2
The Magnificent Seven,128 min,7.7,93519,314,131,74,9,4,0,7.6,25,3,2
Midnight Lace,103 min,6.8,5298,102,39,60,3,3,0,tbd,0,0,0
The Alamo,162 min,6.8,15768,136,48,,,,,,,,
La Vérité,127 min,7.6,3785,25,24,,,,,,,,
BUtterfield 8,109 min,6.3,6518,115,22,48,2,5,2,tbd,0,0,0
The Facts of Life,103 min,6.4,1561,32,10,,,,,,,,
Cimarron,147 min,6.4,2985,42,11,,,,,,,,
High Note,6 min,7.4,491,10,,,,,,,,,
The Sundowners,133 min,7.1,4230,44,29,82,8,1,0,tbd,0,1,0
Exodus,208 min,6.7,9774,90,31,,,,,,,,
Pepe,180 min,5.4,1028,34,2,,,,,,,,
The Horse with the Flying Tail,48 min,6.4,169,8,,,,,,,,,
Two Women,101 min,7.8,10832,55,37,,,,,,,,
Beyond Silence,16 min,6.5,31,,,,,,,,,,
Giuseppina,32 min,7.1,96,6,,,,,,,,,
Rebel in Paradise,32 min,7.2,9,,,,,,,,,,
A Sport Is Born,10 min,6.5,29,,,,,,,,,,
The Grand Olympics,147 min,6.9,99,,,,,,,,,,
The Mark,127 min,7.2,877,16,7,,,,,,,,
The Absent Minded Professor,92 min,6.7,8249,47,23,75,5,0,0,6.2,4,1,1
Town Without Pity,105 min,7.2,1823,38,11,,,,,,,,
One-Eyed Jacks,141 min,7.1,11341,118,64,,,,,,,,
Yojimbo,110 min,8.2,120378,225,136,93,15,1,0,7.9,7,0,1
The Guns of Navarone,158 min,7.5,49944,185,48,72,6,2,0,tbd,1,1,0
"The Sky Above, the Mud Below",92 min,7.2,228,8,3,,,,,,,,
Paris Blues,98 min,6.7,3286,53,25,61,4,3,0,tbd,0,2,0
The Creation of Woman,14 min,6.1,79,3,,,,,,,,,
The Parent Trap,129 min,7.2,21179,108,39,73,3,1,0,8.2,5,0,0
Rooftops of New York,11 min,7.5,15,,,,,,,,,,
Fanny,134 min,6.8,2256,53,12,,,,,,,,
The Pied Piper of Guadalupe,6 min,7.0,568,8,,,,,,,,,
Splendor in the Grass,124 min,7.7,20740,148,57,74,6,4,0,7.0,4,1,0
Last Year at Marienbad,94 min,7.7,22254,141,154,,,,,,,,
Harry og kammertjeneren,105 min,7.5,458,3,,,,,,,,,
Immortal Love,103 min,7.3,526,4,10,,,,,,,,
Claudelle Inglish,99 min,6.0,323,21,3,,,,,,,,
The Hustler,134 min,8.0,80846,231,111,90,17,1,0,8.2,16,2,0
Cradle of Genius,25 min,6.2,9,,,,,,,,,,
Munro,9 min,6.8,521,7,,,,,,,,,
Breakfast at Tiffany's,115 min,7.6,176706,506,185,76,5,1,0,7.5,101,20,7
Back Street,107 min,6.7,1145,50,6,,,,,,,,
Through a Glass Darkly,90 min,8.0,24948,78,63,84,10,0,0,tbd,0,0,0
West Side Story,153 min,7.6,111973,484,155,86,14,3,0,7.6,49,11,5
Placido,85 min,7.9,3289,9,14,,,,,,,,
El Cid,182 min,7.2,14185,120,42,79,17,2,0,7.8,5,1,0
Bachelor in Paradise,109 min,6.3,1619,38,8,,,,,,,,
Flower Drum Song,133 min,7.0,3051,62,11,,,,,,,,
Beep Prepared,6 min,7.3,647,9,,,,,,,,,
Summer and Smoke,118 min,6.9,1869,34,16,,,,,,,,
Babes in Toyland,106 min,6.2,4154,,,,,,,,,,
Judgment at Nuremberg,179 min,8.3,75936,247,105,60,3,4,0,8.4,24,2,1
"One, Two, Three",104 min,7.9,20957,147,84,73,5,3,0,tbd,3,0,0
Pocketful of Miracles,136 min,7.1,6988,62,26,,,,,,,,
The Children's Hour,108 min,7.8,16195,155,42,49,2,5,0,7.6,4,1,0
Aquamania,8 min,6.9,581,6,,,,,,,,,
Lover Come Back,107 min,7.2,7844,60,29,58,5,2,0,tbd,0,1,0
Divorce Italian Style,105 min,8.0,12671,46,47,,,,,,,,
A Majority of One,156 min,6.8,1084,38,6,,,,,,,,
The Roman Spring of Mrs. Stone,103 min,6.5,2670,61,21,,,,,,,,
Nelly's Folly,7 min,6.7,320,7,,,,,,,,,
Breaking the Language Barrier,14 min,6.7,320,,,,,,,,,,
The Substitute,10 min,7.2,1126,7,,,,,,,,,
The Face of Jesus,21 min,MISSING,MISSING,,,,,,,,,,
Kahl,12 min,6.2,19,,,,,,,,,,
Project Hope,30 min,5.6,41,,,,,,,,,,
Seawards the Great Ships,28 min,7.2,73,3,,,,,,,,,
L'uomo in grigio,28 min,7.2,73,,,,,,,,,,
"Very Nice, Very Nice",7 min,6.8,797,5,2,,,,,,,,
Ánimas Trujano (El hombre importante),100 min,7.5,549,6,4,,,,,,,,
A Tribute to Dylan Thomas,30 min,6.2,35,,,,,,,,,,
Occurrence at Owl Creek Bridge,28 min,8.1,3952,64,13,,,,,,,,
My Geisha,119 min,6.5,1463,19,5,,,,,,,,
Tender Is the Night,142 min,6.0,766,29,4,,,,,,,,
Walk on the Wild Side,114 min,6.7,2435,60,18,,,,,,,,
Knife in the Water,94 min,7.5,21705,116,89,,,,,,,,
Sweet Bird of Youth,120 min,7.2,7629,46,21,,,,,,,,
A Dog's Life,108 min,6.3,3929,61,42,,,,,,,,
The Man Who Shot Liberty Valance,123 min,8.1,74630,286,102,94,9,1,0,8.6,39,3,0
The Given Word,98 min,8.3,3214,15,10,,,,,,,,
Bon Voyage!,130 min,5.7,675,15,5,,,,,,,,
The Miracle Worker,106 min,8.1,18652,111,48,83,7,0,0,7.1,7,0,2
Phaedra,115 min,6.9,1621,46,14,,,,,,,,
Big City Blues,20 min,7.7,44,3,,,,,,,,,
Electra,110 min,7.6,1455,11,6,,,,,,,,
The Hole,15 min,6.1,480,7,,,,,,,,,
Long Day's Journey Into Night,174 min,7.5,5120,65,28,,,,,,,,
That Touch of Mink,99 min,6.6,9731,83,35,,,,,,,,
Lolita,153 min,7.6,99403,273,109,79,12,2,0,8.3,21,1,0
Hatari!,157 min,7.1,12888,107,46,,,,,,,,
The Music Man,151 min,7.8,17267,153,34,,,,,,,,
The Pigeon That Took Rome,103 min,6.0,423,10,2,,,,,,,,
Birdman of Alcatraz,147 min,7.8,17471,100,64,76,6,1,0,7.5,4,2,0
Tlayucan,105 min,7.4,190,,,,,,,,,,
The Wonderful World of the Brothers Grimm,135 min,6.3,1731,36,17,,,,,,,,
Icarus Montgolfier Wright,16 min,6.5,91,2,,,,,,,,,
David and Lisa,95 min,7.2,2995,46,33,,,,,,,,
Billy Budd,123 min,7.9,4355,60,23,,,,,,,,
The Longest Day,178 min,7.7,55059,252,59,75,4,3,0,7.7,10,1,0
Gigot,104 min,7.2,1238,64,4,,,,,,,,
Sundays and Cybèle,111 min,7.9,4409,36,20,,,,,,,,
Happy Anniversary,15 min,7.2,689,4,7,,,,,,,,
What Ever Happened to Baby Jane?,134 min,8.0,54723,273,115,75,11,4,0,8.0,13,0,1
The Manchurian Candidate,126 min,7.9,74768,363,126,94,19,1,0,8.1,99,9,6
Period of Adjustment,112 min,6.2,1417,36,12,71,6,0,0,tbd,0,0,0
Gypsy,143 min,7.1,6241,92,33,,,,,,,,
How the West Was Won,164 min,7.0,20606,191,46,56,2,4,0,7.3,5,1,0
Pan,23 min,6.7,10,,,,,,,,,,
Mutiny on the Bounty,178 min,7.2,16118,112,39,48,2,5,0,7.5,2,2,0
The Four Days of Naples,120 min,7.6,816,15,4,,,,,,,,
The L-Shaped Room,126 min,7.3,1942,35,18,,,,,,,,
Taras Bulba,122 min,6.3,4001,52,12,,,,,,,,
Two for the Seesaw,119 min,6.7,1774,33,9,,,,,,,,
Billy Rose's Jumbo,123 min,6.1,1493,54,22,,,,,,,,
Lawrence of Arabia,218 min,8.3,286938,736,159,100,8,0,0,8.7,328,28,20
Freud,140 min,7.2,2868,22,21,,,,,,,,
A Symposium on Popular Songs,19 min,6.7,313,7,2,,,,,,,,
To Kill a Mockingbird,129 min,8.3,310768,599,159,88,14,2,0,8.5,77,5,2
Days of Wine and Roses,117 min,7.8,12623,133,49,74,6,1,0,7.7,5,1,0
Alvorada - Brazil's Changing Face,77 min,7.5,22,,,,,,,,,,
Black Fox: The True Story of Adolf Hitler,89 min,6.9,175,9,,,,,,,,,
The Cadillac,21 min,5.2,11,,,,,,,,,,
The Cliff Dwellers,21 min,5.2,11,,,,,,,,,,
The John Glenn Story,30 min,6.6,48,,,,,,,,,,
The Road to the Wall,33 min,6.0,35,,,,,,,,,,
Self Defense... for Cowards,8 min,6.5,107,2,,,,,,,,,
Koncert,16 min,6.9,124,,,,,,,,,,
Igra,13 min,7.1,150,2,,,,,,,,,
My Financial Career,7 min,6.9,193,4,,,,,,,,,
Now Hear This,6 min,7.0,483,12,4,,,,,,,,
8½,138 min,8.0,116134,297,127,91,23,0,0,7.7,12,4,2
